0,clustering,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
10002.jpg,1,4.868624851,18.21023455,-23.20364569,-4.042157448,-6.496681003,3.493122357,9.374449065,-4.323240211,8.926659108,1.988568617,0.91638845,19.64734654,-1.66265365,-7.835668342,-3.32590987,-6.332120473,1.462997734,-16.80101119,18.24465034,-2.782857624
10003.jpg,2,-19.19011776,22.18077288,4.572133603,-3.699147492,-22.82892344,0.290807159,-3.855420761,10.54426714,20.53301121,24.11912266,-0.355374734,-2.433877708,20.39442403,2.486189827,-1.352094794,4.80354135,16.1854759,3.602451962,0.831300355,-16.79063386
10004.jpg,1,6.28144867,22.6443366,-5.946267462,-5.02157261,-13.15177277,18.37002771,8.102203221,-12.52005585,36.83181848,5.282259209,8.119732878,-4.485761589,-16.46332766,-3.27415884,-0.078901029,3.937250342,0.15953239,3.954458038,-13.33527499,1.509076752
10005.jpg,7,-19.19576095,15.77158802,-3.591765652,4.774467314,-15.26393103,-0.722267237,13.07096479,0.827546394,5.922979268,-14.33925746,-0.186911064,-0.899289244,10.38464238,31.17719265,8.880437378,-3.034117715,-0.033690485,-1.230124674,-9.408461404,-19.1279433
10006.jpg,1,15.24883475,26.80897548,-28.43108026,-7.842301689,0.398162635,5.170925248,12.96204318,23.234746,0.462750913,-3.559481831,-4.739923049,18.20923165,-10.78770191,0.058506654,-5.68241459,7.722170806,3.046427122,20.36272118,3.737733431,5.23699935
10007.jpg,1,1.055508881,20.21683412,-0.125324495,-0.298486248,-13.34101057,-22.36665993,-0.205169482,28.92945365,7.150321752,9.695707733,5.545270109,19.61665043,15.4217789,11.56990446,9.394752679,-8.368581426,1.874161907,2.19810684,-6.852069876,0.697895136
10008.jpg,1,0.843399411,28.4731691,-13.32839334,-2.428855222,-6.54294513,12.22094731,-6.530442177,3.376764827,-11.62091369,1.539963649,12.96437227,3.285111164,8.940949744,9.254007197,14.22233817,-6.708451942,5.397503966,9.09869254,0.920307157,1.548621701
10009.jpg,7,-20.58084083,30.3125156,5.15493305,-11.11222245,-14.24505247,-1.809299215,-0.954259618,-2.47770988,-11.07929631,-15.2754844,8.693069479,-3.684539383,-11.20635157,-2.901056931,-3.786528522,8.11103593,4.371038168,-11.14430206,1.132860528,-7.987394034
10010.jpg,1,-5.322342966,19.82041095,-14.55134455,0.198540575,-11.35491609,5.728436482,3.754628162,8.17390555,9.371612447,15.28902999,-14.05872762,-2.732740383,-3.5669573,9.448776852,-3.023145947,-21.5934197,23.16467651,-14.04502393,-21.66729614,2.358793385
10011.jpg,1,-12.43470262,20.96452093,-9.770174132,-9.923607957,-13.01913917,-15.90255796,11.69597518,-7.551603243,0.94288306,16.3046785,-4.349241058,15.38949036,-7.218340454,13.0472879,-2.30226035,11.20118871,-7.656020951,-3.273177738,9.362948801,19.29722409
10012.jpg,2,-22.28814963,28.16543196,0.249837921,-2.89129974,-18.91802194,9.141125174,2.27891436,6.520463428,6.324629198,4.686567068,-3.36554585,-22.09911951,15.91155323,0.219598564,16.27728844,-1.372746865,-13.40782849,6.226407128,0.117439277,9.960122871
10013.jpg,1,9.535722084,19.39299392,-13.49114088,-5.466223641,-9.655318127,-21.93071762,-7.128989755,16.19432006,-1.744925105,-14.80893056,-10.52924519,17.12072647,-9.243888744,-4.006731508,8.185901134,-2.844903122,-1.684320083,6.17503634,-2.685212397,-8.397927285
10014.jpg,1,-5.707259495,17.85959739,-11.6151839,-4.067743652,-1.588527039,-3.075448063,18.47529328,4.055782831,14.37172897,5.374408328,-5.948272275,0.720087987,-9.278636837,7.846901074,4.423114169,-29.50849188,10.70830726,4.372238612,2.100597306,5.429395554
10015.jpg,1,22.00815128,9.372213073,-23.52409662,-4.799611371,1.978991844,-8.510521623,6.20346581,-0.093155713,12.11018885,6.295749681,-3.070348271,14.20066919,10.97297793,-27.1365577,23.85404332,-2.786705123,-4.567101148,0.20453521,-21.11029046,0.261586466
10016.jpg,1,14.36025495,33.63191819,-30.72666507,-13.20944739,4.489977298,7.329126824,-1.368039707,2.423711884,1.682840334,-5.513422084,-4.463739283,-9.729630334,-4.469071895,-25.95755718,6.555195642,-6.09387714,-5.400790526,-12.4606659,16.31916105,7.570337363
10017.jpg,1,8.766925846,30.43241378,-23.54412821,-4.246463692,4.609260979,-15.25317527,15.73988312,25.62957747,-10.16716224,8.079165767,-5.670077866,11.92082664,-12.21156363,-0.657261614,5.544578283,12.0885193,9.6992067,7.951275853,-2.848766949,-2.50969932
